Company,Year,Department,Allocated_Budget
Company_1,2021,Business Intelligence,19435237.97
Company_1,2021,Operations,7685330.11
Company_1,2021,Legal,17789655.24
Company_1,2022,R&D,12113587.02
Company_1,2022,HR,4227067.03
Company_1,2022,Marketing,9290657.49
Company_1,2022,IT Support,13313153.8
Company_1,2022,Product Development,10972634.51
Company_1,2022,Sales,12182867.33
Company_1,2022,Finance,7544531.63
Company_1,2022,Security,16936248.09
Company_1,2022,Customer Success,6215082.84
Company_1,2022,Business Intelligence,14002085.06
Company_1,2022,Operations,15144564.72
Company_1,2022,Legal,14141626.95
Company_1,2023,R&D,18880277.37
Company_1,2023,HR,14795734.86
Company_1,2023,Marketing,16935330.04
Company_1,2023,IT Support,19891296.04
Company_1,2023,Product Development,10633782.93
Company_1,2023,Sales,17769973.21
Company_1,2023,Finance,6971635.32
Company_1,2023,Security,13918013.61
Company_1,2023,Customer Success,10048846.79
Company_1,2023,Business Intelligence,11673810.65
Company_1,2023,Operations,24695641.22
Company_1,2023,Legal,18331151.52
Company_1,2024,R&D,25942382.77
Company_1,2024,HR,15814256.42
Company_1,2024,Marketing,6691209.79
Company_1,2024,IT Support,15422287.09
Company_1,2024,Product Development,8308788.49
Company_1,2024,Sales,12048403.05
Company_1,2024,Finance,22008793.1
Company_1,2024,Security,9365253.96
Company_1,2024,Customer Success,8259699.25
Company_1,2024,Business Intelligence,11213849.24
Company_1,2024,Operations,9002525.76
Company_1,2024,Legal,20720836.32
Company_2,2005,R&D,30535229.93
Company_2,2005,HR,23943622.03
Company_2,2005,Marketing,23420251.65
Company_2,2005,IT Support,24422576.14
Company_2,2005,Product Development,14386193.68
Company_2,2005,Sales,9344843.97
Company_2,2005,Finance,23974070.96
Company_2,2005,Security,17060170.37
Company_2,2005,Customer Success,24433686.92
Company_2,2005,Business Intelligence,12663860.58
Company_2,2005,Operations,13460741.57
Company_2,2005,Legal,11978831.81
Company_2,2006,R&D,18329226.42
Company_2,2006,HR,5380939.52
Company_2,2006,Marketing,17083371.2
Company_2,2006,IT Support,13633245.15
Company_2,2006,Product Development,20564638.44
Company_2,2006,Sales,7976564.41
Company_2,2006,Finance,8917822.03
Company_2,2006,Security,14754119.28
Company_2,2006,Customer Success,20613561.57
Company_2,2006,Business Intelligence,8334350.03
Company_2,2006,Operations,12612070.08
Company_2,2006,Legal,7327535.35
Company_2,2007,R&D,16215846.44
Company_2,2007,HR,6248929.24
Company_2,2007,Marketing,11412519.34
Company_2,2007,IT Support,16292451.72
Company_2,2007,Product Development,8854691.52
Company_2,2007,Sales,24059728.4
Company_2,2007,Finance,25277134.27
Company_2,2007,Security,23674261.8
Company_2,2007,Customer Success,23113328.74
Company_2,2007,Business Intelligence,17083666.21
Company_2,2007,Operations,7556601.3
Company_2,2007,Legal,9798653.21
Company_2,2008,R&D,11441006.69
Company_2,2008,HR,20526151.88
Company_2,2008,Marketing,19536495.71
Company_2,2008,IT Support,23381710.33
Company_2,2008,Product Development,22076190.5
Company_2,2008,Sales,10074603.1
Company_2,2008,Finance,25204480.34
Company_2,2008,Security,21719456.08
Company_2,2008,Customer Success,14371261.36
Company_2,2008,Business Intelligence,19511669.72
Company_2,2008,Operations,14346157.08
Company_2,2008,Legal,10926917.93
Company_2,2009,R&D,10125061.15
Company_2,2009,HR,22808406.09
Company_2,2009,Marketing,19181691.85
Company_2,2009,IT Support,11990799.14
Company_2,2009,Product Development,10829325.98
Company_2,2009,Sales,6650312.0
Company_2,2009,Finance,12063391.85
Company_2,2009,Security,22494922.19
Company_2,2009,Customer Success,8883139.3
Company_2,2009,Business Intelligence,21183921.05
Company_2,2009,Operations,7453806.82
Company_2,2009,Legal,11002735.35
Company_2,2010,R&D,19685362.11
Company_2,2010,HR,19069139.44
Company_2,2010,Marketing,14113213.28
Company_2,2010,IT Support,7731044.65
Company_2,2010,Product Development,13663305.05
Company_2,2010,Sales,22721803.15
Company_2,2010,Finance,6316714.01
Company_2,2010,Security,27687789.01
Company_2,2010,Customer Success,6294871.8
Company_2,2010,Business Intelligence,11680959.38
Company_2,2010,Operations,8896775.0
Company_2,2010,Legal,9418792.0
Company_2,2011,R&D,9055032.97
Company_2,2011,HR,23246343.05
Company_2,2011,Marketing,7736482.81
Company_2,2011,IT Support,18929317.3
Company_2,2011,Product Development,29976176.01
Company_2,2011,Sales,14764776.27
Company_2,2011,Finance,9006412.44
Company_2,2011,Security,28056414.46
Company_2,2011,Customer Success,11032333.74
Company_2,2011,Business Intelligence,34419420.66
Company_2,2011,Operations,27464815.26
Company_2,2011,Legal,15869637.86
Company_2,2012,R&D,7051646.21
Company_2,2012,HR,12545917.95
Company_2,2012,Marketing,14110411.49
Company_2,2012,IT Support,16386046.11
Company_2,2012,Product Development,27337918.74
Company_2,2012,Sales,21928168.75
Company_2,2012,Finance,20933276.21
Company_2,2012,Security,20901964.53
Company_2,2012,Customer Success,7110795.33
Company_2,2012,Business Intelligence,9289332.19
Company_2,2012,Operations,14044780.42
Company_2,2012,Legal,16197810.65
Company_2,2013,R&D,18640900.26
Company_2,2013,HR,4782928.24
Company_2,2013,Marketing,18307811.21
Company_2,2013,IT Support,6922504.57
Company_2,2013,Product Development,7853408.73
Company_2,2013,Sales,14872080.22
Company_2,2013,Finance,10349637.79
Company_2,2013,Security,13384906.79
Company_2,2013,Customer Success,18378182.36
Company_2,2013,Business Intelligence,12617635.35
Company_2,2013,Operations,14618512.71
Company_2,2013,Legal,12345281.42
Company_2,2014,R&D,32555363.8
Company_2,2014,HR,25966190.15
Company_2,2014,Marketing,16027476.03
Company_2,2014,IT Support,20688661.78
Company_2,2014,Product Development,10850232.79
Company_2,2014,Sales,16263266.51
Company_2,2014,Finance,19348220.05
Company_2,2014,Security,8159715.47
Company_2,2014,Customer Success,19645476.89
Company_2,2014,Business Intelligence,15221948.04
Company_2,2014,Operations,25759482.63
Company_2,2014,Legal,23145264.91
Company_2,2015,R&D,11074521.75
Company_2,2015,HR,7054848.77
Company_2,2015,Marketing,14127303.63
Company_2,2015,IT Support,7555296.63
Company_2,2015,Product Development,19994349.47
Company_2,2015,Sales,5824000.77
Company_2,2015,Finance,19134039.0
Company_2,2015,Security,18893439.1
Company_2,2015,Customer Success,19239715.59
Company_2,2015,Business Intelligence,10897616.98
Company_2,2015,Operations,9495453.35
Company_2,2015,Legal,10588167.32
Company_2,2016,R&D,11305158.75
Company_2,2016,HR,19261021.81
Company_2,2016,Marketing,4909057.14
Company_2,2016,IT Support,12752721.92
Company_2,2016,Product Development,19363630.3
Company_2,2016,Sales,5845496.66
Company_2,2016,Finance,20258230.62
Company_2,2016,Security,12658080.3
Company_2,2016,Customer Success,5256203.12
Company_2,2016,Business Intelligence,16224438.18
Company_2,2016,Operations,7429650.09
Company_2,2016,Legal,20778783.44
Company_2,2017,R&D,17515047.67
Company_2,2017,HR,7588876.14
Company_2,2017,Marketing,19164040.36
Company_2,2017,IT Support,11259653.09
Company_2,2017,Product Development,12230304.98
Company_2,2017,Sales,11964729.33
Company_2,2017,Finance,14509941.03
Company_2,2017,Security,8568448.8
Company_2,2017,Customer Success,12554411.42
Company_2,2017,Business Intelligence,21588987.66
Company_2,2017,Operations,19438939.64
Company_2,2017,Legal,14799252.0
Company_2,2018,R&D,17359825.55
Company_2,2018,HR,22805292.76
Company_2,2018,Marketing,17655898.32
Company_2,2018,IT Support,21965789.21
Company_2,2018,Product Development,23649499.54
Company_2,2018,Sales,8339813.24
Company_2,2018,Finance,17661332.0
Company_2,2018,Security,18452869.8
Company_2,2018,Customer Success,24459815.14
Company_2,2018,Business Intelligence,20945615.24
Company_2,2018,Operations,12472008.21
Company_2,2018,Legal,13237948.47
Company_2,2019,R&D,14552604.23
Company_2,2019,HR,25184506.92
Company_2,2019,Marketing,7584843.46
Company_2,2019,IT Support,24559689.13
Company_2,2019,Product Development,25999807.24
Company_2,2019,Sales,7417564.92
Company_2,2019,Finance,21580593.9
Company_2,2019,Security,16192155.62
Company_2,2019,Customer Success,24953533.76
Company_2,2019,Business Intelligence,31592487.33
Company_2,2019,Operations,12627522.5
Company_2,2019,Legal,31096102.11
Company_2,2020,R&D,6570197.74
Company_2,2020,HR,17843416.83
Company_2,2020,Marketing,22765951.79
Company_2,2020,IT Support,26448997.64
Company_2,2020,Product Development,25751809.88
Company_2,2020,Sales,15759012.91
Company_2,2020,Finance,6643105.46
Company_2,2020,Security,14905929.34
Company_2,2020,Customer Success,9548567.86
Company_2,2020,Business Intelligence,19674003.39
Company_2,2020,Operations,17090404.37
Company_2,2020,Legal,8620895.48
Company_2,2021,R&D,6364771.21
Company_2,2021,HR,9257105.87
Company_2,2021,Marketing,23332462.14
Company_2,2021,IT Support,18469821.45
Company_2,2021,Product Development,10187919.37
Company_2,2021,Sales,20832651.11
Company_2,2021,Finance,10305773.72
Company_2,2021,Security,5989157.11
Company_2,2021,Customer Success,14014724.08
Company_2,2021,Business Intelligence,19682420.94
Company_2,2021,Operations,10921814.69
Company_2,2021,Legal,10746401.06
Company_2,2022,R&D,13608128.02
Company_2,2022,HR,9646294.5
Company_2,2022,Marketing,9631651.75
Company_2,2022,IT Support,15501968.68
Company_2,2022,Product Development,7495243.63
Company_2,2022,Sales,23017993.69
Company_2,2022,Finance,16832011.24
Company_2,2022,Security,15673676.51
Company_2,2022,Customer Success,19034366.91
Company_2,2022,Business Intelligence,24751001.23
Company_2,2022,Operations,15749935.98
Company_2,2022,Legal,13869539.26
Company_2,2023,R&D,24696188.75
Company_2,2023,HR,28126898.05
Company_2,2023,Marketing,19079919.38
Company_2,2023,IT Support,6668924.8
Company_2,2023,Product Development,12348744.64
Company_2,2023,Sales,9737598.5
Company_2,2023,Finance,16246191.33
Company_2,2023,Security,28015703.17
Company_2,2023,Customer Success,11180536.48
Company_2,2023,Business Intelligence,27362342.25
Company_2,2023,Operations,11046604.87
Company_2,2023,Legal,16762009.24
Company_2,2024,R&D,13021334.76
Company_2,2024,HR,10835339.25
Company_2,2024,Marketing,11469922.12
Company_2,2024,IT Support,13325413.09
Company_2,2024,Product Development,12603785.06
Company_2,2024,Sales,6790877.49
Company_2,2024,Finance,19092247.24
Company_2,2024,Security,17416715.45
Company_2,2024,Customer Success,14754389.37
Company_2,2024,Business Intelligence,10953048.38
Company_2,2024,Operations,8911878.26
Company_2,2024,Legal,22341416.99
Company_3,2005,R&D,16286787.16
Company_3,2005,HR,19232848.67
Company_3,2005,Marketing,9066998.36
Company_3,2005,IT Support,15193953.88
Company_3,2005,Product Development,13888109.88
Company_3,2005,Sales,10528701.12
Company_3,2005,Finance,15058074.98
Company_3,2005,Security,11850421.96
Company_3,2005,Customer Success,9833326.61
Company_3,2005,Business Intelligence,18693047.4
Company_3,2005,Operations,11703449.61
Company_3,2005,Legal,5118103.11
Company_3,2006,R&D,12075689.78
Company_3,2006,HR,11503919.33
Company_3,2006,Marketing,25118832.3
Company_3,2006,IT Support,12681748.27
Company_3,2006,Product Development,13068021.91
Company_3,2006,Sales,22153397.2
Company_3,2006,Finance,18762233.53
Company_3,2006,Security,17536083.36
Company_3,2006,Customer Success,19814180.12
Company_3,2006,Business Intelligence,22705806.3
Company_3,2006,Operations,7068101.91
Company_3,2006,Legal,24388137.52
Company_3,2007,R&D,8602898.38
Company_3,2007,HR,20739082.24
Company_3,2007,Marketing,20264472.61
Company_3,2007,IT Support,18269878.59
Company_3,2007,Product Development,12262591.74
Company_3,2007,Sales,13542851.99
Company_3,2007,Finance,10591357.14
Company_3,2007,Security,7073409.7
Company_3,2007,Customer Success,26851232.22
Company_3,2007,Business Intelligence,9508012.24
Company_3,2007,Operations,24429167.15
Company_3,2007,Legal,22547749.39
Company_3,2008,R&D,32453691.86
Company_3,2008,HR,8152514.26
Company_3,2008,Marketing,27534992.1
Company_3,2008,IT Support,27803348.29
Company_3,2008,Product Development,33703137.89
Company_3,2008,Sales,19668063.67
Company_3,2008,Finance,13311827.86
Company_3,2008,Security,7618595.49
Company_3,2008,Customer Success,9525391.64
Company_3,2008,Business Intelligence,20386730.77
Company_3,2008,Operations,15900308.17
Company_3,2008,Legal,18571233.72
Company_3,2009,R&D,28171598.16
Company_3,2009,HR,25310338.42
Company_3,2009,Marketing,23687825.62
Company_3,2009,IT Support,21828788.33
Company_3,2009,Product Development,14065372.45
Company_3,2009,Sales,8447228.71
Company_3,2009,Finance,16133190.95
Company_3,2009,Security,28866857.49
Company_3,2009,Customer Success,16264178.28
Company_3,2009,Business Intelligence,20528790.47
Company_3,2009,Operations,14743145.77
Company_3,2009,Legal,24742900.23
Company_3,2010,R&D,27691354.81
Company_3,2010,HR,14412594.24
Company_3,2010,Marketing,28270818.08
Company_3,2010,IT Support,14766989.39
Company_3,2010,Product Development,14281475.69
Company_3,2010,Sales,11340555.68
Company_3,2010,Finance,10159037.93
Company_3,2010,Security,17368139.25
Company_3,2010,Customer Success,25711437.02
Company_3,2010,Business Intelligence,24835726.92
Company_3,2010,Operations,28619298.23
Company_3,2010,Legal,23208494.67
Company_3,2011,R&D,31608016.59
Company_3,2011,HR,16136043.42
Company_3,2011,Marketing,32322999.22
Company_3,2011,IT Support,8652209.98
Company_3,2011,Product Development,10842058.13
Company_3,2011,Sales,15574379.58
Company_3,2011,Finance,31879992.77
Company_3,2011,Security,9854067.26
Company_3,2011,Customer Success,12297925.33
Company_3,2011,Business Intelligence,12446098.98
Company_3,2011,Operations,30286331.29
Company_3,2011,Legal,25377122.29
Company_3,2012,R&D,23165491.55
Company_3,2012,HR,17828379.02
Company_3,2012,Marketing,12626201.36
Company_3,2012,IT Support,20270908.11
Company_3,2012,Product Development,23000569.71
Company_3,2012,Sales,18565703.18
Company_3,2012,Finance,7406461.89
Company_3,2012,Security,17155485.47
Company_3,2012,Customer Success,16792437.77
Company_3,2012,Business Intelligence,5497272.79
Company_3,2012,Operations,11562244.5
Company_3,2012,Legal,16927800.21
Company_3,2013,R&D,23157361.44
Company_3,2013,HR,26452470.72
Company_3,2013,Marketing,14505536.4
Company_3,2013,IT Support,23486269.15
Company_3,2013,Product Development,14906472.79
Company_3,2013,Sales,6490185.88
Company_3,2013,Finance,14509365.06
Company_3,2013,Security,25235404.21
Company_3,2013,Customer Success,22882708.68
Company_3,2013,Business Intelligence,7941463.35
Company_3,2013,Operations,15866291.53
Company_3,2013,Legal,22006705.58
Company_3,2014,R&D,24529816.83
Company_3,2014,HR,15327070.16
Company_3,2014,Marketing,11427664.76
Company_3,2014,IT Support,21958816.94
Company_3,2014,Product Development,7546292.18
Company_3,2014,Sales,17369866.79
Company_3,2014,Finance,20590567.18
Company_3,2014,Security,17073652.47
Company_3,2014,Customer Success,7013688.22
Company_3,2014,Business Intelligence,22299876.09
Company_3,2014,Operations,8865470.92
Company_3,2014,Legal,15134676.43
Company_3,2015,R&D,34202933.52
Company_3,2015,HR,7037500.16
Company_3,2015,Marketing,13752530.15
Company_3,2015,IT Support,28018417.49
Company_3,2015,Product Development,28722883.14
Company_3,2015,Sales,9689162.88
Company_3,2015,Finance,11316165.44
Company_3,2015,Security,24717801.61
Company_3,2015,Customer Success,15269710.45
Company_3,2015,Business Intelligence,8530664.1
Company_3,2015,Operations,12444975.23
Company_3,2015,Legal,17263609.48
Company_3,2016,R&D,26937796.41
Company_3,2016,HR,7424428.43
Company_3,2016,Marketing,27687354.63
Company_3,2016,IT Support,26192454.79
Company_3,2016,Product Development,33188533.92
Company_3,2016,Sales,11922201.04
Company_3,2016,Finance,8699794.36
Company_3,2016,Security,7840465.81
Company_3,2016,Customer Success,17939885.32
Company_3,2016,Business Intelligence,16859589.31
Company_3,2016,Operations,29641156.28
Company_3,2016,Legal,34953265.24
Company_3,2017,R&D,7998780.38
Company_3,2017,HR,25343796.49
Company_3,2017,Marketing,22132727.26
Company_3,2017,IT Support,24690809.58
Company_3,2017,Product Development,15527903.17
Company_3,2017,Sales,21214799.56
Company_3,2017,Finance,8339023.29
Company_3,2017,Security,18104943.61
Company_3,2017,Customer Success,10989917.03
Company_3,2017,Business Intelligence,16903447.26
Company_3,2017,Operations,20660748.7
Company_3,2017,Legal,23970168.64
Company_3,2018,R&D,22403972.76
Company_3,2018,HR,13343299.51
Company_3,2018,Marketing,27989716.29
Company_3,2018,IT Support,16233753.82
Company_3,2018,Product Development,17200354.43
Company_3,2018,Sales,16482251.16
Company_3,2018,Finance,20783371.17
Company_3,2018,Security,33516199.76
Company_3,2018,Customer Success,15714138.49
Company_3,2018,Business Intelligence,31314658.88
Company_3,2018,Operations,15123883.23
Company_3,2018,Legal,9409036.04
Company_3,2019,R&D,5195787.84
Company_3,2019,HR,15931804.32
Company_3,2019,Marketing,17781634.14
Company_3,2019,IT Support,10675251.21
Company_3,2019,Product Development,15525473.86
Company_3,2019,Sales,18724051.8
Company_3,2019,Finance,11120881.06
Company_3,2019,Security,10333471.9
Company_3,2019,Customer Success,20651433.36
Company_3,2019,Business Intelligence,5113066.45
Company_3,2019,Operations,12522649.99
Company_3,2019,Legal,9400727.77
Company_3,2020,R&D,12156961.54
Company_3,2020,HR,18542376.15
Company_3,2020,Marketing,16858883.94
Company_3,2020,IT Support,11194553.41
Company_3,2020,Product Development,15793383.19
Company_3,2020,Sales,28867881.84
Company_3,2020,Finance,23970045.1
Company_3,2020,Security,28783220.27
Company_3,2020,Customer Success,19161828.36
Company_3,2020,Business Intelligence,28973053.83
Company_3,2020,Operations,23158823.09
Company_3,2020,Legal,9091167.13
Company_3,2021,R&D,22824190.63
Company_3,2021,HR,24471607.45
Company_3,2021,Marketing,7958916.53
Company_3,2021,IT Support,8509003.58
Company_3,2021,Product Development,33101234.86
Company_3,2021,Sales,32720061.14
Company_3,2021,Finance,8600142.68
Company_3,2021,Security,25478826.51
Company_3,2021,Customer Success,15364267.55
Company_3,2021,Business Intelligence,15881092.71
Company_3,2021,Operations,24409694.34
Company_3,2021,Legal,10154067.24
Company_3,2022,R&D,29824069.5
Company_3,2022,HR,7571420.15
Company_3,2022,Marketing,14501387.68
Company_3,2022,IT Support,17966341.36
Company_3,2022,Product Development,32605295.98
Company_3,2022,Sales,17012242.14
Company_3,2022,Finance,33594380.12
Company_3,2022,Security,20200568.22
Company_3,2022,Customer Success,19263661.71
Company_3,2022,Business Intelligence,29574002.64
Company_3,2022,Operations,8130120.3
Company_3,2022,Legal,16350491.17
Company_3,2023,R&D,18365653.56
Company_3,2023,HR,29728647.88
Company_3,2023,Marketing,17544531.43
Company_3,2023,IT Support,32147970.65
Company_3,2023,Product Development,12101961.47
Company_3,2023,Sales,25973144.09
Company_3,2023,Finance,17684485.62
Company_3,2023,Security,16653606.73
Company_3,2023,Customer Success,9414892.1
Company_3,2023,Business Intelligence,22224608.1
Company_3,2023,Operations,14690185.54
Company_3,2023,Legal,16954556.69
Company_3,2024,R&D,15215657.63
Company_3,2024,HR,14870651.32
Company_3,2024,Marketing,20023541.53
Company_3,2024,IT Support,29044323.52
Company_3,2024,Product Development,27466311.47
Company_3,2024,Sales,25411529.56
Company_3,2024,Finance,21883103.24
Company_3,2024,Security,20701264.29
Company_3,2024,Customer Success,16669830.14
Company_3,2024,Business Intelligence,12202807.45
Company_3,2024,Operations,23051392.36
Company_3,2024,Legal,18511409.39
Company_4,2005,R&D,13039387.03
Company_4,2005,HR,7548463.63
Company_4,2005,Marketing,15767738.29
Company_4,2005,IT Support,13399642.14
Company_4,2005,Product Development,15807828.85
Company_4,2005,Sales,10148625.86
Company_4,2005,Finance,15180547.49
Company_4,2005,Security,7165358.8
Company_4,2005,Customer Success,7381797.54
Company_4,2005,Business Intelligence,7430829.12
Company_4,2005,Operations,14673689.19
Company_4,2005,Legal,16192236.79
Company_4,2006,R&D,14896967.83
Company_4,2006,HR,7947975.74
Company_4,2006,Marketing,10300219.32
Company_4,2006,IT Support,15271692.22
Company_4,2006,Product Development,7562210.16
Company_4,2006,Sales,8280641.22
Company_4,2006,Finance,16531641.82
Company_4,2006,Security,13027647.88
Company_4,2006,Customer Success,11821976.41
Company_4,2006,Business Intelligence,12245265.86
Company_4,2006,Operations,8148920.23
Company_4,2006,Legal,16514288.99
Company_4,2007,R&D,22864446.74
Company_4,2007,HR,12908426.55
Company_4,2007,Marketing,16350968.42
Company_4,2007,IT Support,21971408.94
Company_4,2007,Product Development,21939022.21
Company_4,2007,Sales,5379396.6
Company_4,2007,Finance,9677164.95
